ticker,year,total_assets,current_assets,total_liabilities,current_liabilities,total_equity,retained_earnings,net_revenue,profit_after_tax,ebit,interest_expense,operating_cash_flow,market_cap
BSR,2023,86594660994000,68680527656000,29325965248000,28442061215000,57268695746000,16340184317000,147423365944000,8592578972000,9601523363000,287654760000,11673333341000,114537391492000
BSR,2022,78487929062000,58471339394000,27297582190000,26015466988000,51190346872000,14651541652000,167123712786000,14669336789000,15499742031000,252789590000,7087759330000,102380693744000
BWE,2025,15148255852000,3794456159000,8858977502000,2972406263000,6289278350000,1537007118000,4542868049000,1026421340000,1168948288000,389280023000,1088372266000,12578556700000
BWE,2024,14199525343000,4473573577000,8686796923000,3397922535000,5512728420000,1070064860000,3958997823000,660580621000,732167871000,351835216000,745025235000,11025456840000
BWE,2023,12121720382000,2705825961000,7157962992000,2384770329000,4963757389000,1018524366000,3525936182000,681981565000,754812637000,344396591000,1070429870000,9927514778000
BWE,2022,9987292158000,2786194240000,5449453702000,1989020331000,4537838456000,956656429000,3483746675000,746559671000,815615483000,170492601000,1303197749000,9075676912000
CII,2025,37524891643000,11401411859000,25567783330000,7344951227000,11957108313000,1621156274000,2960267602000,367611267000,480654032000,1278865233000,-501844471000,23914216626000
CII,2024,36671413228000,8549165026000,27547027571000,8961342196000,9124385657000,2124794697000,3027742956000,618285446000,640133962000,1299557807000,472335209000,18248771314000
CII,2023,33184094516000,6910759135000,24678766295000,8144174340000,8505328221000,2438402694000,3089709940000,369952271000,450884296000,1314472999000,-1140786701000,17010656442000
CII,2022,28559496485000,7226742092000,20258490378000,9570468970000,8301006107000,2449646952000,5747990668000,860548281000,1043958029000,1119155481000,973023796000,16602012214000
CMG,2025,10485082682000,5877010961000,6388749547000,4007820318000,4096333135000,549064945000,9560841649000,506746837000,598474301000,99161129000,625107822000,8192666270000
CMG,2024,7677054952000,3791498827000,3999539287000,3056272395000,3677515665000,413313754000,8202642306000,427084692000,503239382000,79345063000,941315053000,7355031330000
CMG,2023,6853772830000,3172994143000,3509624915000,2774430729000,3344147915000,342109660000,7341773439000,401878449000,455908123000,83069123000,567147812000,6688295830000
CMG,2022,6561871141000,3535833245000,3439128593000,2931044402000,3122742548000,308400731000,7663639989000,355088777000,401310699000,103258041000,674645653000,6245485096000
CTD,2025,29701487775000,27963158563000,20736323013000,20683693566000,8965164762000,1054140173000,24884531092000,456211889000,533227601000,142904535000,-1153594513000,17930329524000
CTD,2024,22868774738000,20456205370000,14277507533000,14223343212000,8591267205000,697885426000,21045158770000,309592561000,306498725000,91542154000,24263641000,17182534410000
CTD,2022,18967071947000,17465000719000,10753109689000,10226584924000,8213962257000,336087636000,14536948503000,20791833000,-53535463000,79172332000,-1627091448000,16427924514000
CTD,2021,13924612377000,12751059519000,5677051644000,5674507873000,8247560733000,315375436000,9077915407000,24110828000,-7282364000,1110696000,421164676000,16495121466000
CTR,2025,8185544855000,6625395359000,6118368595000,5599950964000,2067176259000,654331716000,13939517269000,599717126000,727281364000,92827413000,1455415537000,4134352518000
CTR,2024,7106257864000,5421441350000,5241194601000,4652946612000,1865063262000,600843778000,12609519560000,538221178000,674536000000,60826402000,1140539119000,3730126524000
CTR,2023,6915808804000,5613796175000,4927834123000,4535464435000,1987974681000,813012924000,11298950642000,515877771000,646953896000,84837242000,573112297000,3975949362000
CTR,2022,6040964528000,4993827156000,4416132959000,4133054073000,1624831569000,476492404000,9369884427000,442925218000,555041782000,23036834000,72231946000,3249663138000
DBC,2025,15976734904000,9449733594000,7907672406000,6646289319000,8069062499000,1509701092000,14897670454000,1506767999000,1605455938000,261108597000,1292366416000,16138124998000
DBC,2024,14121555828000,7838139953000,7355476128000,6420694103000,6766079700000,771988356000,13573523232000,769083752000,835764451000,263668549000,1125820978000,13532159400000
DBC,2023,13011704258000,7101240626000,8345469400000,7141605466000,4666234857000,27911798000,11110000757000,25007194000,77721029000,261799263000,-967300258000,9332469714000
DBC,2022,12974103921000,7065129967000,8332876258000,7213028755000,4641227663000,8099191000,11557594666000,5194587000,40918137000,179749860000,311757101000,9282455326000
DCM,2025,17643638368000,14447094770000,6849275971000,5935262102000,10794362397000,1911971170000,16630930289000,1961837625000,2202211707000,70405254000,-775841653000,21588724794000
DCM,2024,15728847338000,12920862785000,5551670737000,4680730114000,10177176601000,1882513092000,13455585150000,1428006581000,1323302244000,44380805000,77549320000,20354353202000
DCM,2023,15237966427000,13504495425000,5274583193000,4517257789000,9963383234000,2044851345000,12570542090000,1110142717000,1232327338000,10155714000,2312950292000,19926766468000
DCM,2022,14166860720000,11624186591000,3561411903000,2874435986000,10605448817000,3018455058000,15924526874000,4321080735000,4593146316000,10274784000,5731609693000,21210897634000
DGW,2025,11259354887000,10704379520000,7786988527000,7782454898000,3472366360000,1163421826000,26631545770000,554897160000,667779538000,138276823000,-42388529000,6944732720000
DGW,2024,8499324394000,7771702748000,5487325625000,5484791996000,3011998769000,725464422000,22078832142000,448547310000,556488875000,96102143000,-107551660000,6023997538000
DGW,2023,7459032967000,6802459425000,4832182531000,4816000244000,2626850436000,866943856000,18817475348000,362591134000,469337679000,122212058000,493228099000,5253700872000
DGW,2022,6355421124000,5782350105000,3932139390000,3882267104000,2423281733000,706724932000,22028134930000,683602347000,868057506000,94462125000,-1110273062000,4846563466000
DIG,2025,18959638760000,16636364783000,8934021748000,7824348151000,10025617012000,561812943000,4717667239000,606406808000,821417551000,97242286000,2167807435000,20051234024000
DIG,2024,18539323581000,15985757394000,10498013036000,7961859075000,8041310545000,551444234000,1300998943000,101904299000,162504720000,47361630000,-529964456000,16082621090000
DIG,2023,16827606939000,13978090757000,8934049057000,7807921731000,7893557882000,405249380000,1025746702000,111623209000,138879180000,97694058000,2859224097000,15787115764000
DIG,2022,14747796228000,10877019373000,6953061221000,3945743305000,7794735007000,297491097000,1896688722000,191366036000,184160682000,243164900000,-2205947003000,15589470014000
DPM,2025,17776328981000,14509456784000,6243792135000,6028505903000,11532536846000,2656086182000,16564377832000,1095006518000,1334985816000,142016104000,-1781033032000,23065073692000
DPM,2024,16552286448000,13219573591000,5372450027000,5198718915000,11179836420000,2470369048000,13496142224000,554266541000,664875998000,47838184000,947829531000,22359672840000
DPM,2023,13309260030000,9565106752000,1764060256000,1484492945000,11545199774000,2838340935000,13569185518000,529816921000,690031170000,50638299000,944846622000,23090399548000
DPM,2022,17698795736000,13578923480000,3681356971000,2995517552000,14017438765000,6401099929000,18627179544000,5584891286000,6586702178000,64787710000,4961263601000,28034877530000
DXG,2025,38014588961000,33913372104000,17132079499000,14290960010000,20882509462000,510378659000,4191885174000,594823003000,708780861000,288260271000,1389860909000,41765018924000
DXG,2024,29183374176000,26133343598000,13981092895000,10466308213000,15202281281000,1487270874000,4795471318000,453428104000,679558263000,420300072000,-1388658285000,30404562562000
DXG,2023,28786440854000,26229757137000,14600072947000,11617574716000,14186367908000,1736225363000,3724825944000,150240039000,437362157000,536714235000,-849982392000,28372735816000
DXG,2022,30320666425000,27370930591000,16235734775000,12254999101000,14084931650000,2308311063000,5511715152000,533706668000,775132912000,462171781000,-3904014376000,28169863300000
DXS,2025,16842602199000,16165157847000,8010189687000,6882482808000,8832412513000,518474333000,3966298513000,523442352000,610190122000,96217032000,-136768906000,17664825026000
DXS,2024,15068518802000,14276268088000,6752105975000,6313080102000,8316412827000,186039773000,2437886747000,248079309000,334728797000,97857940000,218163289000,16632825654000
DXS,2023,15457119931000,14568551618000,7354175666000,6754419467000,8102944266000,89978362000,1997404378000,-160261912000,-87253077000,126397722000,-185580142000,16205888532000
DXS,2022,16602259162000,15672588529000,8317375297000,7349628744000,8284883864000,679563765000,4096289769000,529940300000,635502810000,125203855000,-2566093101000,16569767728000
FPT,2025,88141991635000,58137438255000,44393950887000,41524928721000,43748040748000,14302416792000,70112825101000,11232339451000,12951675965000,809759601000,10136043916000,87496081496000
FPT,2024,71999995679000,45535942846000,36272455574000,34836184068000,35727540105000,11030528671000,62848794351000,9427422530000,11025080773000,551639362000,11703777189000,71455080210000
FPT,2023,60282827533000,36705751752000,30349816317000,29651673556000,29933011216000,8674126709000,52617900827000,7788049740000,9111745534000,832648611000,9517095698000,59866022432000
FPT,2022,51650403735000,30937711076000,26294279047000,24521161696000,25356124688000,7711681485000,44009527681000,6491343454000,7589289622000,645725556000,5053831757000,50712249376000
FRT,2025,23714236170000,21787052186000,18575165477000,18574474295000,5139070693000,2468442851000,51082868445000,984239727000,1212835146000,388595922000,2747326553000,10278141386000
FRT,2024,15832550399000,14026158730000,13712736685000,13712183503000,2119813714000,549386390000,40104492531000,408413632000,543136779000,253428831000,627076755000,4239627428000
FRT,2023,13098449903000,11415308018000,11379279324000,11378723423000,1719170578000,236832252000,31849649617000,-329196525000,-296509082000,284917374000,-1857103873000,3438341156000
FRT,2022,10523796935000,9326797408000,8474461395000,8474374695000,2049335540000,823505617000,30165800757000,398074197000,473967864000,231527905000,-1507692281000,4098671080000
GAS,2025,93568198110000,69902465635000,25914808992000,20573719389000,67653389118000,12484110063000,135129055328000,11571631226000,14362992025000,216056325000,13040237870000,135306778236000
GAS,2024,81854881408000,57290495430000,20283886143000,14575489060000,61570995266000,9553019715000,103564126563000,10590120586000,13156405326000,318596953000,9035210701000,123141990532000
GAS,2023,87754455330000,62217752153000,22455835056000,14971948872000,65298620274000,16879761088000,89953906513000,11793095480000,14619122980000,339976057000,13827044652000,130597240548000
GAS,2022,82662652366000,55651707958000,21489088811000,12487956921000,61173563555000,19241492511000,100723549227000,15066392289000,18727890017000,336861023000,12792070499000,122347127110000
GEE,2025,16345960485000,12222866783000,7948905658000,6772070367000,8397054827000,3669249496000,25463150540000,3417130507000,4262527880000,230634956000,-471841964000,16794109654000
GEE,2024,12903267306000,6860778187000,5949830020000,5380609150000,6953437286000,2045153834000,21129621819000,1714575846000,2156570639000,269291875000,534580545000,13906874572000
GEE,2023,13722932431000,6563191996000,7771052596000,6458680884000,5951879835000,1055499015000,16607268527000,792669867000,949715701000,575944738000,2317711017000,11903759670000
GEE,2022,17419623160000,7767527024000,11416179721000,6165114622000,6003443439000,919904234000,16664672538000,971604932000,1088663543000,716192112000,1647998681000,12006886878000
GEX,2025,73592590904000,39414126386000,43418985730000,21795269254000,30173605174000,7263827856000,39512528151000,2956122328000,4539265646000,1197930304000,546219639000,60347210348000
GEX,2024,53782318219000,22828907652000,30524357682000,16997351938000,23257960537000,3952152892000,33752305413000,2669330469000,3580643969000,1077046188000,2509230649000,46515921074000
GEX,2023,55076875644000,20299049443000,33853117241000,18590964346000,21223758403000,2616328460000,29997835849000,863884246000,1415139964000,1378991490000,4425877780000,42447516806000
GEX,2022,52384834524000,19800289126000,31341456664000,17276008893000,21043377860000,2546226494000,32088752522000,1531756801000,2001085394000,1363217088000,7917249916000,42086755720000
GMD,2025,19826401376000,6206216189000,4908147222000,2342521763000,14918254153000,4212636741000,5956025297000,2302523181000,2914395245000,112580749000,2142022561000,29836508306000
GMD,2024,17997853313000,6673567765000,4225927310000,2100758452000,13771926003000,3617139919000,4832024799000,1923583483000,2418584028000,139487502000,1526822552000,27543852006000
GMD,2023,13546025168000,3380201263000,3813651116000,1915337161000,9732374052000,2963514009000,3845826297000,2533934246000,3177029886000,134993139000,-2870318000,19464748104000
GMD,2022,13030653010000,2618727023000,5082896990000,3210578780000,7947756020000,1227386551000,3898243609000,1161293797000,1308851596000,130756998000,2299239828000,15895512040000
GVR,2025,86282461491000,32904606407000,24080878790000,10940794562000,62201582701000,7154047021000,29078055684000,5998560896000,6050317396000,240727727000,6954349275000,124403165402000
GVR,2024,83383682512000,27670285918000,24986520300000,11594062718000,58397162212000,6240538555000,26241944115000,4826666027000,4739759928000,352905202000,433991558000,116794324424000
GVR,2023,78062093620000,23842248926000,23084890704000,9652535590000,54977202916000,5187395112000,22138403152000,3372861663000,2795528168000,477578421000,3248513419000,109954405832000
GVR,2022,78376929962000,23395887057000,24910884585000,10368070917000,53466045378000,4981451620000,25425943612000,4753259290000,4381099775000,490848599000,1342697873000,106932090756000
HAG,2025,26381628496000,8291578593000,12199029738000,10119380225000,14182598758000,1392652658000,7432274242000,2240151385000,2673261788000,-322811599000,940458059000,28365197516000
HAG,2024,22280815839000,8435357672000,12955187719000,11122837652000,9325628120000,-422660071000,5783050002000,1060121821000,1202494395000,716094685000,-782780749000,18651256240000
HAG,2023,20903255290000,8768525586000,14225785185000,9710404280000,6677470105000,-1669170708000,6442397199000,1781685785000,1690412815000,-270599417000,101113798000,13354940210000
HAG,2022,19798387553000,8038560913000,14603644212000,9218063487000,5194743341000,-3341007157000,5110781887000,1124674840000,1108353190000,793176972000,37335440000,10389486682000
HDC,2025,6082166784000,3151564590000,3145416595000,1916536484000,2936750188000,705745298000,456497816000,641227958000,815091306000,80575927000,-1016766844000,5873500376000
HDC,2024,4877377355000,2320586229000,2605267969000,2142023997000,2272109386000,66944858000,546228347000,66904963000,129990282000,55663445000,-132969106000,4544218772000
HDC,2023,4698875087000,2093843614000,2790862059000,2061099496000,1908013028000,235034790000,665457383000,131972098000,162960897000,83740324000,180481001000,3816026056000
HDC,2022,4421840766000,2270925614000,2558068914000,1588033477000,1863771852000,502888021000,1298030923000,420619323000,537691418000,82291218000,86234097000,3727543704000
HDG,2025,14685890149000,3621267665000,6287507448000,2185537567000,8398382701000,2716972170000,2786540438000,993468989000,1102580051000,299780785000,1243479706000,16796765402000
HDG,2024,13849363319000,3227665144000,6473382314000,2139900369000,7375981005000,2283896956000,2717613177000,447271054000,830895001000,342746803000,1050367011000,14751962010000
HDG,2023,14438351768000,3353883065000,7209603635000,2328692229000,7228748133000,2394212377000,2889383968000,866291362000,961338816000,486557620000,793625961000,14457496266000
HDG,2022,15104924433000,3856213993000,8556912885000,3286819853000,6548011548000,2340643776000,3581190678000,1361903402000,1614646281000,500688617000,1941988318000,13096023096000
HHV,2025,40752075682000,1862409738000,28579498126000,3561610617000,12172577556000,1446743572000,3801371595000,671183550000,769353739000,905259435000,1828883045000,24345155112000
HHV,2024,38906360732000,1282949496000,27976733782000,3678947982000,10929626950000,1116710676000,3308251591000,495104828000,560956194000,796572521000,1143944275000,21859253900000
HHV,2023,36780154789000,1175974314000,28047253459000,3143895667000,8732901329000,921898502000,2685542239000,364457218000,427187881000,662435560000,393401106000,17465802658000
HHV,2022,35653232485000,1183826383000,27277719205000,3857252850000,8375513279000,820521267000,2094582751000,297409289000,354246391000,647600236000,365120434000,16751026558000
HPG,2025,257899200818000,103659402760000,126679189941000,94186268325000,131220010877000,51037901749000,156116094618000,15514931572000,17905833948000,3114855869000,17365859057000,262440021754000
HPG,2024,224489707554000,86674276273000,109842249570000,75225243263000,114647457984000,49599124109000,138855112131000,12020023621000,13267005585000,2287360811000,6608320655000,229294915968000
HPG,2023,187782586564000,82716439173000,84946167324000,71513492905000,102836419239000,40593031663000,118953027894000,6800388315000,7650762789000,3585077684000,8643030777000,205672838478000
HPG,2022,170335521637000,80514710854000,74222582021000,62385392810000,96112939616000,33833829974000,141409274461000,8444429055000,9794030627000,3083638132000,12277636677000,192225879232000
HSG,2025,18953042840000,11715671714000,7614415051000,7598266236000,11338627789000,4913032543000,36537815078000,735012074000,753983517000,185092843000,3685175431000,22677255578000
HSG,2024,19565620935000,14174354520000,8648683880000,8632413967000,10916937056000,4532690018000,39271893738000,514673976000,510613853000,133022415000,-1414901132000,21833874112000
HSG,2023,17365305646000,11274839905000,6585139273000,6568894350000,10780166372000,4369041220000,31650660957000,30062344000,96130197000,195489503000,1865627170000,21560332744000
HSG,2022,17025411188000,9834993231000,6141841220000,6009187396000,10883569968000,4542183641000,49710635951000,251320306000,329754806000,260241924000,2844560116000,21767139936000
HT1,2025,7600347668000,1657313552000,2511538526000,2460075503000,5088809142000,273733889000,7363988060000,273930355000,357993014000,42304816000,796888917000,10177618284000
HT1,2024,8223355674000,1903995283000,3348030896000,3327002973000,4875324778000,60446263000,6884245697000,60362420000,88836314000,53892974000,571984569000,9750649556000
HT1,2023,8623749977000,1968851937000,3790838619000,3771124637000,4832911358000,18249082000,7049026118000,17964892000,34053878000,123733709000,482481018000,9665822716000
HT1,2022,9385057538000,2372965174000,4272435357000,4255382914000,5112622181000,313196851000,8917959359000,257965896000,334068039000,76281316000,586458370000,10225244362000
IMP,2025,2782634485000,1507411306000,476112306000,372432306000,2306522179000,449013407000,2441085482000,349138023000,445002831000,16501360000,54171220000,4613044358000
IMP,2024,2504776667000,1409543678000,321657498000,321657498000,2183119169000,320807393000,2205119938000,320862393000,403284767000,3489360000,216267565000,4366238338000
IMP,2023,2392615157000,1207134868000,308036214000,308036214000,2084578944000,440095337000,1994036910000,299556006000,374406555000,6036185000,-39534840000,4169157888000
IMP,2022,2276943568000,1103552902000,382496675000,382496675000,1894446893000,264645163000,1643706515000,223540318000,290633029000,3794588000,378603401000,3788893786000
KBC,2025,69581173767000,55045529493000,42855329950000,11947551941000,26725843817000,6883868093000,6687125604000,2208140955000,2601169270000,680631369000,-17343896115000,53451687634000
KBC,2024,44729924911000,36075390688000,24085018777000,7092665737000,20644906134000,4811255659000,2775773467000,423033429000,933928814000,268641266000,1151833148000,41289812268000
KBC,2023,33434220276000,25029443705000,13213347571000,6578776213000,20220872704000,7754163743000,5618475348000,2245003412000,2874382666000,379668498000,3002355856000,40441745408000
KBC,2022,34906513197000,27674080298000,17060993905000,10684165021000,17845519292000,5646308490000,950266163000,1576529041000,1686446282000,522875220000,-1217558766000,35691038584000
KDC,2025,13907212327000,6674909251000,6169173407000,5066436251000,7738038920000,1834460205000,9054523969000,587493289000,688751534000,199086988000,86177087000,15476077840000
KDC,2024,13479535413000,6299254819000,6214369167000,4581960775000,7265166246000,1345555006000,8323814245000,66877044000,99210909000,130737824000,527101017000,14530332492000
KDC,2023,12391014153000,6964136146000,5277094578000,4214062392000,7113919575000,1518092985000,8649616206000,135183911000,321734491000,240963937000,838284650000,14227839150000
KDC,2022,14004792679000,6980387823000,6952065052000,5427179816000,7052727627000,1619449222000,12535183485000,374655514000,498509684000,232943465000,-380600588000,14105455254000
KDH,2025,34074020087000,31619143989000,12909740367000,3515423431000,18522858402000,3595429609000,4651105050000,1626638365000,2020572902000,0,-2024212189000,37045716804000
KDH,2024,30757719910000,28843541265000,11304286326000,4182246202000,19453433584000,3617810462000,3278584206000,803639057000,1129846783000,0,-3647547639000,38906867168000
KDH,2023,26480719916000,24736915318000,10957815586000,5345531698000,15522904330000,3766498965000,2087770677000,729500026000,1121731867000,0,-1543210159000,31045808660000
KDH,2022,21539250652000,20505858919000,9744717268000,3502562996000,11794533384000,2780172037000,2911963203000,1082246744000,991804949000,9345992000,-1046738431000,23589066768000
KOS,2025,4866349021000,3366126459000,2528646634000,1494630226000,2337702387000,165367038000,1555287684000,19067000000,41476680000,99515379000,-22136395000,4675404774000
KOS,2024,4851309116000,3325467396000,2532673729000,1352501408000,2318635387000,146420651000,1438926718000,21739294000,33392164000,94510172000,34132935000,4637270774000
KOS,2023,4752984722000,3285339438000,2446619778000,1259402942000,2306364944000,134356584000,1315815469000,21137848000,31740525000,122845127000,34277030000,4612729888000
KOS,2022,4835564263000,3340282524000,2550337166000,1291296907000,2285227096000,113293929000,1343460401000,21830001000,38170447000,98669247000,-551114903000,4570454192000
MSN,2025,128963171000000,36234495000000,83884527000000,40257475000000,45078644000000,14355609000000,81621329000000,6763511000000,7922094000000,5418158000000,1369570000000,90157288000000
MSN,2024,147584718000000,53569663000000,106832338000000,58712175000000,40752380000000,9326870000000,83177720000000,4272384000000,6760549000000,6404706000000,9525462000000,81504760000000
MSN,2023,147383472000000,43763477000000,109146231000000,50422500000000,38237241000000,11798056000000,78251619000000,1869927000000,2350429000000,6946060000000,500461000000,76474482000000
MSN,2022,141342815000000,47674624000000,104706076000000,65320877000000,36636739000000,11381940000000,76189225000000,4754384000000,5222742000000,4847702000000,-3788852000000,73273478000000
MWG,2025,83945619612000,77201650783000,50769502237000,50769502237000,33176117375000,18068194576000,155928145619000,7072622886000,8664080489000,1470675594000,6096140690000,66352234750000
MWG,2024,70437775722000,65836422620000,42316198898000,42316198898000,28121576824000,12582145267000,134341152849000,3733288229000,5227045425000,1137236130000,8517332707000,56243153648000
MWG,2023,60111237213000,51950337976000,36751679245000,30765260554000,23359557967000,8160323596000,118279788455000,167829155000,1047068354000,1447718355000,3435827176000,46719115934000
MWG,2022,55834095614000,44577607228000,31901514096000,26000264096000,23932581518000,8723934226000,133404777591000,4101714425000,6574693699000,1362143909000,7976298802000,47865163036000
NKG,2025,16493912202000,9702800286000,8858518857000,6568317740000,7635393345000,2318557245000,14808145017000,197096350000,126754265000,219641639000,1326940472000,15270786690000
NKG,2024,13519085553000,10202370501000,7647678978000,7620886731000,5871406574000,2171579786000,20609022190000,453008144000,557452985000,207841260000,-559962641000,11742813148000
NKG,2023,12235401247000,9322639041000,6812327290000,6784014554000,5423073957000,1731465767000,18595974253000,117408565000,177072430000,292679834000,268556156000,10846147914000
NKG,2022,13460759830000,10414909065000,8141109695000,8108870807000,5319650135000,1628041946000,23071247285000,-124684838000,-106844655000,262466235000,-827920886000,10639300270000
NLG,2025,26564516185000,19246030470000,11740271874000,6453837316000,14824244311000,3655935572000,5645086579000,946308935000,1148882949000,264554489000,-872640359000,29648488622000
NLG,2024,30318114011000,27549227406000,15749187726000,10226506290000,14568926285000,3171439100000,7196050482000,1387388525000,1768846652000,2229542438000,1225075646000,29137852570000
NLG,2023,28611223392000,25313340938000,15078468067000,9886451798000,13532755325000,2879491549000,3181421791000,800477434000,941506535000,277720648000,-2343064182000,27065510650000
NLG,2022,27084709103000,23720012081000,13769578919000,8850913820000,13315130184000,2493257204000,4338841418000,865545546000,1041048454000,197600025000,-1030799350000,26630260368000
NT2,2025,9273311226000,8033411737000,4413910356000,4413910356000,4859400870000,1755032296000,7958219701000,1130284803000,1266906603000,64690698000,1003204721000,9718801740000
NT2,2024,8697847050000,5773811804000,4508766940000,4508766940000,4189080110000,1084711536000,5943678537000,82893960000,31632819000,34929818000,527708668000,8378160220000
NT2,2023,8451154114000,4770230875000,4115304744000,4115304744000,4335849370000,1231480796000,6385884555000,473076742000,513675824000,33843493000,856596509000,8671698740000
NT2,2022,7444781926000,4556819822000,2830940225000,2830940225000,4613841701000,1553643997000,8787691489000,883417416000,956743167000,15366964000,1383410302000,9227683402000
NVL,2025,249907848819000,206852318780000,191014858443000,95996837654000,58892990376000,16975588189000,6965748286000,1861407508000,2061896068000,148464773000,-6145392030000,117785980752000
NVL,2024,237777980658000,207831078799000,190486956299000,107222351548000,47291024359000,13281118742000,9073375474000,-4394642204000,-676474941000,291396806000,-5971178116000,94582048718000
NVL,2023,241486379543000,191154819022000,196183529501000,87282658320000,45302850042000,13494207570000,4756902214000,485864525000,1272588951000,327706665000,-7626489664000,90605700084000
NVL,2022,257734876168000,198114675000000,212917145788000,78174120549000,44817730380000,12888775711000,11134230478000,2181530211000,2615042864000,844309872000,-3046726570000,89635460760000
PAN,2025,15594873546000,10261026515000,6517553616000,5695059089000,9077319930000,1919508096000,17586220703000,1165031781000,1363798381000,404124740000,9054816926000,18154639860000
PAN,2024,23840652907000,18283085243000,14981202391000,14391914757000,8859450516000,1695341626000,16181632413000,1167068107000,1354279053000,353993462000,-1739184050000,17718901032000
PAN,2023,20188140663000,14280778689000,11844692468000,10865676770000,8343448194000,1452297491000,13204596687000,817117336000,952068504000,456474137000,-4268840012000,16686896388000
PAN,2022,16081598047000,10114920099000,8203214265000,7812635746000,7878383782000,1186121762000,13655102990000,794302277000,834114734000,242407268000,1045473697000,15756767564000
PC1,2025,24562870833000,11299127186000,15685397895000,7787578744000,8877472939000,1777265588000,13084794921000,1356086271000,1545280118000,682154126000,2272718207000,17754945878000
PC1,2024,20987644741000,8085980091000,13271625448000,5078147101000,7716019293000,826354445000,10088901621000,709975394000,828448385000,701206758000,1089948348000,15432038586000
PC1,2023,20234797569000,6868401655000,12964400259000,4714620924000,7270397311000,956798822000,7775239784000,303032990000,406855396000,843641542000,1032307402000,14540794622000
PC1,2022,21754413518000,7913404978000,14581667435000,5950347916000,7172746083000,1344532666000,8357602470000,536931904000,646820563000,605030534000,1289127422000,14345492166000
PDR,2025,27270246565000,24175702852000,14846308044000,10257721642000,12423938521000,1736087533000,1324974747000,514688349000,735062021000,346780294000,-2975418118000,24847877042000
PDR,2024,23985551811000,21482523941000,12927043152000,8562372240000,11058508659000,1954616001000,821690539000,155183721000,198582218000,284861000000,-4616202196000,22117017318000
PDR,2023,21067822666000,16916369228000,11488430755000,9176987250000,9579391911000,1831862790000,617515216000,682501991000,859310678000,344195510000,425394368000,19158783822000
PDR,2022,22843295507000,18216542993000,13582765740000,11028794140000,9260529767000,1155081291000,1504574749000,1160632130000,1588326548000,505710829000,-3778751920000,18521059534000
PHR,2025,6148040166000,2641518383000,1925873928000,520440277000,4222166238000,838909162000,1794932447000,496946239000,474561270000,2571486000,615847758000,8444332476000
