ticker,year,total_assets,current_assets,total_liabilities,current_liabilities,total_equity,retained_earnings,net_revenue,profit_after_tax,ebit,interest_expense,operating_cash_flow,market_cap
ADK,2021,10206002445159,5232069772385,3209684467888,2814737144289,6996317977270,2863641141585,14493226435439,1951209625511,2671968532353,232956500463,2010156632702,15648184325418
ADK,2022,11334814856845,4049144174310,3346902182420,1930677983982,7987912674424,2407451188906,12797528850543,2049440300558,2730924332527,169123956829,1643260493912,16944952998981
ADK,2023,12410843561364,5813224912103,3926126628955,2461740751633,8484716932408,2908710318297,9138412513397,1311851867025,1855339305228,215524471446,1827706210527,15348956792700
ADK,2024,13517952896736,7177496191688,4598978648286,2919102604128,8918974248449,3344050872928,11468071678920,1525779184486,2299737874003,392513893395,1518597815141,28892414076488
ADK,2025,13517181365167,5657033219704,9641021992717,7996091548092,3876159372449,1621550612462,19812357311337,-150714100048,127064368437,315456993498,-216996496584,12033614987492
ADL,2018,6590331704233,4267278903172,6005894863230,4326515224107,584436841002,-240131605846,7385585113161,-650667711244,-490768418175,322566220880,907679552662,363640542009
ADL,2019,6398935215243,3220540242894,5863745522901,3877260190527,535189692341,-227516143131,8220401913158,-883648222489,-883965202693,220595075418,799545687473,212406807665
ADL,2020,5695909396032,3986213626479,5525265060985,4840658074491,170644335046,-60441027160,7460733377179,-890520327209,-939405747250,173744661761,772964330200,93242128430
ADL,2021,5044033483465,3518404096616,4563708050639,3420002240768,480325432825,-151638937667,7819926078533,-688842003186,-732651747997,128400755984,589532420099,316866977626
ADL,2022,5400469305656,3530531123282,3400099779791,2638116164699,2000369525864,-441946720278,7847109318386,42317092203,161255235802,108358870547,-33388529974,1393872593897
ADL,2023,5018122190871,2762369186663,4890145199404,2838806252228,127976991467,-44318000636,6809313921012,-689019788955,-588252329796,273022406398,463962005503,46418269100
ADL,2024,4477433938359,2474733512863,4376877436305,3414382823194,100556502054,-19266616089,2397446931545,-284983705774,-219493015162,136736617055,79828832442,28993654626
ADL,2025,4177977589221,1985728901280,2742026421135,2437261577319,1435951168086,-426588851694,6191146300353,103099607332,261800706217,132926197052,-132124835082,365545815152
ADM,2018,3849123557403,1730684540820,2270570645777,1940873075788,1578552911625,882831887929,4951723602493,259811698243,425070839840,100306217036,296151873400,2661924953054
ADM,2019,4324665861217,3235048937247,2372672871168,2139460394894,1951992990049,860286065116,6341049420233,341296751531,600988636956,174367697542,280416061208,6746842984757
ADM,2020,4902803300727,1743283334069,2925445920172,1788144203384,1977357380555,406119136776,3294756412231,156649976900,296214607607,100402136482,187898690949,6619110110973
