ticker,year,total_assets,current_assets,total_liabilities,current_liabilities,total_equity,retained_earnings,net_revenue,profit_after_tax,ebit,interest_expense,operating_cash_flow,market_cap,current_ratio,working_capital,working_capital_to_assets,ocf_to_current_liabilities,roa,roe,operating_margin,ebit_to_assets,debt_ratio,equity_multiplier,ebit_to_interest,company_size,revenue_growth,assets_growth,altman_x1,altman_x2,altman_x3,altman_x4,altman_z_score,distress_label
AAC,2024,9939693356208,7160545745203,3359069566362,1977234359654,6580623789846,2851418818197,5130236003509,431250869279,656839937885,117776351286,486221076637,25227016487875,3.621495706991476,5183311385549,0.5214759852034748,0.2459096840306198,0.0433867377819714,0.0655334331593953,0.1280330841379874,0.0660825152593625,0.3379449894461822,1.51044850361224,5.577010416038234,29.92755728664512,-0.2003415423246736,0.0309930662589568,0.5214759852034748,0.2868719100289044,0.0660825152593625,7.510120284646804,12.685785691051084,0
AAC,2025,10935829479067,7241925224280,3437255015548,2969643425767,7498574463518,3743857333368,9159203591566,677634672765,1002125257653,155081916696,963772898710,22567188251920,2.438651442608654,4272281798513,0.3906682896519975,0.3245416235321507,0.0619646341470581,0.0903684661747139,0.1094118334235718,0.0916368767061734,0.3143113215259509,1.4583877952098634,6.461909157451416,30.02306562260491,0.7853376697097854,0.1002179933686633,0.3906682896519975,0.3423478155483648,0.0916368767061734,6.565468127863689,11.188379204527132,0
AAE,2018,3252356326230,1854677111540,859764867222,807298612979,2392591459008,1178771049939,3550734915390,672529885782,877343481808,36681124580,882043945461,3722544156421,2.297386718770747,1047378498561,0.3220368229993663,1.0925869700261015,0.2067823504940399,0.2810884755313971,0.2470878572222662,0.2697562609398894,0.2643513751208818,1.359344619402123,23.918118428854346,28.81040087302304,0.0,0.0,0.3220368229993663,0.3624360099882978,0.2697562609398894,4.329723507368906,9.653074707691104,0
AAE,2019,3467134760189,1556791893262,908236468146,550752030074,2558898292042,1377926472797,2768570562224,520490674695,687400763595,36787420226,489979557870,9099522189105,2.8266657374877524,1006039863188,0.2901646266363061,0.8896554730886157,0.1501212703559948,0.2034042057528002,0.2482872472077465,0.1982619110996217,0.261955917772429,1.3549326172796918,18.68575614631358,28.87434965127004,-0.2202823842962351,0.0660377930384898,0.2901646266363061,0.3974251271161685,0.1982619110996217,10.01889101379074,15.051241472202614,0
AAE,2020,3816973608931,1483958733623,983382384040,815181151388,2833591224890,1195291822091,5142738982111,970680456135,1299547136308,86196566139,1158377350691,5921908799761,1.8204036380089013,668777582235,0.1752114766185928,1.4210060533399769,0.2543063053576767,0.3425619219909469,0.2526955268055544,0.3404653187193394,0.2576340537799554,1.3470445473585115,15.076553446599709,28.97047897558102,0.8575430412652456,0.1009014281068583,0.1752114766185928,0.3131517124703828,0.3404653187193394,6.021979746507357,10.781267544898103,0
AAE,2021,4193306535882,1868723217190,1329478461397,1232274060587,2863828074485,727345192587,4975825983170,787188987918,1068273065050,84286830152,1053726001458,8607313494701,1.516483448738525,636449156603,0.1517773983745103,0.8551068590667665,0.1877251236421776,0.274872990781599,0.2146926095613626,0.2547567309732353,0.3170477641023121,1.464231241128565,12.674258399841502,29.064510688023123,-0.0324560510501517,0.0985945844819182,0.1517773983745103,0.1734538570846487,0.2547567309732353,6.47420303872884,10.070997730238163,0
AAE,2022,4553322875465,2999367101191,1303183477415,1187606391343,3250139398049,1852305607542,5759852317482,974219750264,1270270740234,52496052404,791859231467,10771309417676,2.525556550600218,1811760709848,0.3978985807508713,0.6667690888489823,0.2139579768246743,0.2997470664946883,0.2205387690893638,0.2789766451833873,0.2862049349579486,1.4009623335535324,24.197452609545365,29.14687838465045,0.1575670726757434,0.0858550016561754,0.3978985807508713,0.4068030443267954,0.2789766451833873,8.265382123353815,14.489766899384938,0
AAE,2023,5032861377437,2484753689878,1498965580098,1169638387962,3533895797339,1567214415536,7349450872035,1391900208610,1839333910811,99458650048,1712493537409,4470192198739,2.124377684121228,1315115301916,0.2613056874190575,1.4641222065162216,0.2765623974564603,0.3938713217458454,0.2502682095351845,0.365464846509976,0.297835658025088,1.4241680191098762,18.493453409264195,29.247009800612886,0.2759790471933341,0.1053161647191618,0.2613056874190575,0.3113963008323723,0.365464846509976,2.982184686620186,8.316534939680785,0
AAE,2024,5345354307903,3983816354904,1348443972162,1052193380702,3996910335740,2021029506215,6337617771289,1149034652001,1500635264088,64341949086,1129630254780,8057639274966,3.786201688748589,2931622974202,0.5484431536872408,1.073595667391802,0.2149594930128719,0.2874807177249985,0.2367822292606939,0.2807363511655982,0.2522646572124045,1.3373715842723164,23.32281327197965,29.30724894593603,-0.1376746532990745,0.0620905101553062,0.5484431536872408,0.3780908410929745,0.2807363511655982,5.975509135946486,12.991196102728027,0
AAE,2025,5288853236478,3274744155290,3433257406981,2117028241167,1855595829496,870528965177,2753243554635,42756108517,221154941117,167709805470,53910564573,4338040249577,1.5468589845002805,1157715914123,0.2188973417031243,0.0254652080329746,0.0080841926605383,0.0230417140615222,0.0803252370262313,0.0418152917520308,0.6491496839619821,2.8502183247062534,1.3186762723695382,29.296622558804923,-0.5655712202922863,-0.010570126538004,0.2188973417031243,0.1645969222917424,0.0418152917520308,1.2635348112134743,3.5802628405913715,0
AAG,2018,3850409230461,2762757887049,3454707840514,2713148624707,395701389947,-72313771868,4597269054410,-261878999872,-184939625887,142409123952,161678919658,160878283182,1.0182847566440845,49609262342,0.012884153182871,0.0595908820422471,-0.0680132900680393,-0.661809653757031,-0.0402281492986784,-0.0480311610578747,0.8972313418489225,9.7305931398844,-1.2986501198429898,28.979200552205707,0.0,0.0,0.012884153182871,-0.0187808016082856,-0.0480311610578747,0.0465678403526198,-0.2505785383020452,0
AAG,2019,3424000192419,1453340207045,3217963608750,2713680258089,206036583669,-92483102910,3816860267521,-151988630797,-81689993099,108295795397,134130917169,71378725736,0.5355605925616514,-1260340051044,-0.3680899474931368,0.0494276791708159,-0.0443892004251385,-0.7376778826869473,-0.0214024060021606,-0.02385805739143,0.9398257674969818,16.61840888373345,-0.7543228506659361,28.86183063040518,-0.1697548648235806,-0.1107438229341006,-0.3680899474931368,-0.0270102505002087,-0.02385805739143,0.0221813340405445,-2.639759217113496,1
AAG,2020,3412419004660,2159400588571,1898840598663,1402652465629,1513578405997,-481383706338,3994969195129,-114504568276,-59967050629,83163659717,150295252840,597205895562,1.539512203832078,756748122942,0.2217629552257752,0.1071507422707179,-0.0335552486724615,-0.0756515604492754,-0.0150106415594184,-0.0175731791867027,0.5564500127533996,2.2545373210529034,-0.7210727718460634,28.85844254125978,0.0466637275468508,-0.003382356047947,0.2217629552257752,-0.1410681706087741,-0.0175731791867027,0.3145108104295331,1.2070273369128492,1
AAG,2021,3062673176777,2107396073805,2680585206390,1742785004424,382087970386,-67633187503,3067853868056,-114606765191,34794287615,178052744104,163932953722,79877081801,1.209211732058428,364611069381,0.119049943737287,0.0940637848649499,-0.0374205011687229,-0.2999486350622863,0.0113415726796165,0.0113607576148937,0.8752436357610022,8.015623139569062,0.1954156213098113,28.750309237719662,-0.2320707073795253,-0.1024920525308841,0.119049943737287,-0.0220830573813212,0.0113607576148937,0.0297983744782998,0.8166094482277961,1
AAG,2022,2607461490007,1693443443314,2373260890787,1309748797659,234200599219,-28343956216,2135246171784,-119290088914,-65588883446,83523727696,160170205852,91262857646,1.2929528519826112,383694645655,0.1471525647168695,0.1222907828877436,-0.045749511304836,-0.5093500585045572,-0.0307172467103408,-0.025154305709736,0.9101806104835812,11.133453538130247,-0.7852724639484822,28.5893982547792,-0.3039935200247864,-0.1486321460029377,0.1471525647168695,-0.0108703259183796,-0.025154305709736,0.0384546250268069,0.801223983957467,1
AAG,2023,2166598824422,1587512940237,1984700789259,1125463551445,181898035163,-61630084489,1894350774359,-107240732023,4982744191,139033659220,60193400058,106155411656,1.410541405982244,462049388792,0.2132602416209952,0.0534832069690011,-0.0494972723211042,-0.5895650930308339,0.0026303176045555,0.0022998000990466,0.9160444318936034,11.911062274424772,0.0358384021463144,28.40417969186657,-0.1128185595685821,-0.1690773448714736,0.2132602416209952,-0.028445545060905,0.0022998000990466,0.0534868591933365,1.3778705669537747,1
AAG,2024,1809222166456,1304463099745,1582654700343,1274003643672,226567466113,-45698160157,1412663817353,-81565749098,-29856194545,72100991828,30784449132,113783513351,1.0239084528716167,30459456073,0.0168356637663054,0.0241635487346578,-0.0450833239887698,-0.3600064497226591,-0.0211346777472813,-0.016502226812467,0.8747707880692108,7.985357286706179,-0.4140885414755906,28.223918126551094,-0.2542754824111128,-0.1649482377344777,0.0168356637663054,-0.0252584569237928,-0.016502226812467,0.0718940861366287,-0.0073067890009192,1
AAG,2025,1911221906414,768432905242,1104284530112,834132141500,806937376301,-118242141089,2342751188317,97557212257,183229017128,61282501807,-144366725527,390506576107,0.9212364168825162,-65699236258,-0.0343755144483827,-0.1730741669627893,0.0510444192427897,0.1208981206251743,0.078211044366017,0.095870090497126,0.5777898036884447,2.368488512919105,2.98990758740647,28.278763895017686,0.65839257687421,0.0563776753618945,-0.0343755144483827,-0.0618673010664973,0.095870090497126,0.3536285852590849,0.5883662464045544,0
AAI,2018,8618697841915,3856366740059,5946869984793,4238606290713,2671827857122,1035530292448,7426181220501,188167924029,643412533912,408202628875,223048996301,6828068430763,0.9098195198050107,-382239550654,-0.044350034966427,0.0526231928616988,0.0218325235993179,0.0704266644751911,0.0866411032544924,0.0746531025583604,0.6899963421239579,3.2257683888357844,1.5762086973453229,29.784955126770218,0.0,0.0,-0.044350034966427,0.1201492744544243,0.0746531025583604,1.1481785289107296,1.8080067098901096,0
AAI,2019,9450111226554,4176584189118,4657113054910,4093161345429,4792998171644,1568787983352,5718392609402,714840001092,1193276547536,299726546171,764274126473,6241068935879,1.020381029881014,83422843689,0.0088277102447841,0.1867197654757724,0.0756435542349344,0.1491425565987248,0.2086734208445311,0.1262711643205844,0.4928103959055966,1.971649245030404,3.9812174222806807,29.877047627370647,-0.2299686151456166,0.0964662411757397,0.0088277102447841,0.1660073565000844,0.1262711643205844,1.3401154024592623,2.854757158212612,0
AAI,2020,10116624791016,5346992238635,5728501206316,5246973740703,4388123584699,2387954495613,11521243502525,1542055864796,2359966850159,432397019164,2190887686596,9769170718607,1.0190621304536205,100018497932,0.009886548132221,0.4175526303096116,0.1524278992896338,0.3514157783005503,0.2048361229099783,0.2332761072897309,0.5662462851645103,2.3054557593345315,5.457870303365596,29.94520120548384,1.014769584652536,0.0705297057868645,0.009886548132221,0.2360426075832729,0.2332761072897309,1.7053624267087404,4.192600645500009,0
AAI,2021,11572381367656,5980475850115,6042310659830,3403432281771,5530070707826,1224334861755,16512538513230,2363970753799,3368049921500,413086479251,2431723383881,8093300925446,1.7571896118359132,2577043568344,0.2226891325537073,0.714491484641979,0.2042769485981626,0.4274756831686754,0.2039692394238164,0.291042078073357,0.5221320027283094,2.0926281017128936,8.15337729670281,30.079642458570603,0.4332253727309127,0.1438974565838178,0.2226891325537073,0.1057980049963554,0.291042078073357,1.3394380694874275,5.1679549434551975,0
AAI,2022,12804749207979,5990466472062,6574885058198,4082053765698,6229864149781,1958343152702,14747056689724,1960426614398,2761351547077,310818279079,1680904939780,8176995872230,1.4675128785418328,1908412706364,0.1490394443004642,0.4117792259143794,0.1531015237046894,0.3146820809033075,0.1872476389814895,0.215650576378046,0.513472380552444,2.0553817707933693,8.884134984786893,30.180837249912173,-0.1069176506138943,0.1064921558640801,0.1490394443004642,0.1529388136303131,0.215650576378046,1.243671303733954,4.231306029226988,0
AAI,2023,13922822912042,7546321917553,7766983344444,4362046347509,6155839567597,2945113655370,7783141498915,967080353673,1439751998304,230901556212,1044968671080,14002418357837,1.7299958130574242,3184275570044,0.2287090477384357,0.2395592774195859,0.0694600771540778,0.1570996682180446,0.1849834027178751,0.1034094886791056,0.5578598100049273,2.2617260828772587,6.235349912419411,30.264550545679928,-0.4722240740867006,0.0873171106987629,0.2287090477384357,0.2115313592635541,0.1034094886791056,1.8028129760125504,4.777788973100092,0
AAI,2024,15280632989880,10809534074218,8334222684259,6379594872796,6946410305620,2440556103767,16873060316138,2153351691630,3220169807520,528480192982,2234452851539,11323463489010,1.694391930796772,4429939201422,0.2899054773683684,0.3502499603959492,0.1409203200584762,0.3099948889986859,0.1908468142225577,0.2107353674191797,0.5454108275343409,2.199788425615629,6.093264894848535,30.357607324848157,1.1678984403007666,0.0975240500016425,0.2899054773683684,0.1597156417134893,0.2107353674191797,1.358670618484533,5.265198741988119,0
AAI,2025,17398425969643,7632999809958,8620606188732,7785175941140,8777819780910,3888359859441,21087067494574,2848263112863,3981663060700,421334169620,3736462595936,34764165258363,0.980453090292046,-152176131182,-0.0087465458914225,0.4799458129380261,0.1637080916303973,0.3244841183749752,0.1888201411469156,0.2288519126757361,0.4954819593320307,1.982089676468534,9.450130912218798,30.48740085654237,0.2497476509584673,0.1385932756297179,-0.0087465458914225,0.2234891746084077,0.2288519126757361,4.032682214831164,6.443398546929346,0
AAJ,2018,8940504241076,4050981926983,4951276357536,3136707706479,3989227883539,1680641024746,13380772127754,-442236506958,-311521172603,241274461093,-647037106333,15268186241824,1.2914757465655882,914274220504,0.1022620420337685,-0.2062790565396061,-0.0494643808708463,-0.1108576696715743,-0.0232812553437669,-0.0348438034592899,0.5538028084353448,2.241161573638789,-1.2911485583338351,29.821613106328314,0.0,0.0,0.1022620420337685,0.1879805634479217,-0.0348438034592899,3.083686940355356,4.2873765607084415,0
AAJ,2019,9269183242803,3957659033161,3461384669990,2189781132671,5807798572813,3003267070940,7101317275727,550068611377,810900739629,123314975407,603112848688,17034593795296,1.8073308670504524,1767877900490,0.1907263945680066,0.275421520301597,0.0593438059177541,0.0947120676588091,0.1141901858688582,0.0874835159029377,0.3734293064793568,1.595989104407504,6.575849664265262,29.85771638405212,-0.4692894245618563,0.0367629154759445,0.1907263945680066,0.3240055776512853,0.0874835159029377,4.92132352205316,8.062702256532873,0
AAJ,2020,8564835177211,3207401991397,6261173380849,5053787425893,2303661796362,946079676733,10063950584798,-546011079396,-459033262658,223480586586,-480939725987,7026429964473,0.6346531266756347,-1846385434496,-0.2155774625306036,-0.095164217537705,-0.0637503312204777,-0.2370187673634533,-0.0456116371786829,-0.0535951075718746,0.7310325594482543,3.717922131945236,-2.054018515301124,29.778686003761266,0.417194894135708,-0.0759881477301559,-0.2155774625306036,0.110460932073777,-0.0535951075718746,1.1222225511219166,-0.235910959845232,0
AAJ,2021,8496172990382,3790115001577,3132426640908,2824726871865,5363746349473,2688943209023,5848657889900,340318026693,675363808443,249966275076,302957698067,8015910137095,1.3417633539467166,965388129712,0.113626232752659,0.1072520324299442,0.0400554493273916,0.0634478225702147,0.1154732968069957,0.0794903551525537,0.3686867775001791,1.5839997712078178,2.701819708429314,29.77063694161232,-0.4188506948022348,-0.0080167551865673,0.113626232752659,0.3164887546507102,0.0794903551525537,2.559009693127696,4.998276791428,0
AAJ,2022,9196837517601,4770347920490,3037274537533,2249414797048,6159562980068,2444987875806,6236311439851,335701780180,580322227026,160695001801,368015375782,10854690807021,2.1207062062320943,2520933123442,0.2741086942785944,0.163604941278488,0.0365018713810623,0.0545009087927685,0.093055363354314,0.0631001935084069,0.3302520602022416,1.4930990311100725,3.611327175842433,29.849880792801777,0.066280770263625,0.0824682510598806,0.2741086942785944,0.2658509374691852,0.0631001935084069,3.573826031491256,6.841377724059436,0
AAJ,2023,9950364655051,6252478856747,3318722304065,2984492104573,6631642350985,2524894447915,8513672753074,639034858630,970763068021,171969494733,519399321952,19053985058358,2.0949892436192457,3267986752174,0.3284288431092931,0.1740327344663262,0.0642222552422351,0.09636147801835,0.1140240054059501,0.0975605519671303,0.3335277066836291,1.5004374675864522,5.6449724965942805,29.928630315176346,0.3651776110266571,0.0819332880468848,0.3284288431092931,0.2537489363903175,0.0975605519671303,5.741361678565081,9.665751415141848,0
AAJ,2024,10672658544243,5112038150038,6849063483545,6268674464369,3823595060698,1707401467138,7807365723120,259861642022,722727591491,397900538963,263316147087,9353612396785,0.8154894912943248,-1156636314331,-0.1083737767432752,0.0420050759668065,0.0243483515325404,0.0679626471676009,0.0925699675308897,0.0677176720772024,0.6417392119454147,2.791262770983572,1.8163523813628333,29.99870631086692,-0.0829614962237039,0.0725896903512324,-0.1083737767432752,0.1599790211651622,0.0677176720772024,1.3656775731831403,1.699623841763641,0
AAJ,2025,10003282447791,7048511611228,5251688591069,3623030156111,4751593856722,1352799342294,9308254710384,-240085824695,-2053077307,298054203562,-209038352608,5888360570160,1.9454741770060089,3425481455117,0.3424357427669595,-0.0576971053512797,-0.0240007043635979,-0.0505274297287329,-0.0002205652263371,-0.0002052403616228,0.524996531736312,2.105247786201155,-0.0068882682494123,29.933934399841164,0.1922401281676107,-0.0627187774889577,0.3424357427669595,0.1352355438681765,-0.0002052403616228,1.1212318605817035,3.863160583942194,0
ABK,2018,6797779620770,2958482237273,4042008923532,2636633276351,2755770697238,1443356830516,9270033603883,806591096123,1183511282110,175272411955,1083995819102,5910441002356,1.1220681555560987,321848960922,0.0473461893260881,0.4111287788198626,0.1186550816767483,0.2926916586098453,0.1276706571607523,0.1741026258771155,0.5946072319234957,2.4667435601892223,6.752410541448237,29.54761714843192,0.0,0.0,0.0473461893260881,0.2123276880153563,0.1741026258771155,1.4622533285234118,3.708114905752999,0
ABK,2019,7201709813025,3279944786085,3880791111369,3623503149840,3320918701656,1069291831055,7028093462168,562133661714,934349571061,231682493918,839925252950,6919090819959,0.9051861280236032,-343558363755,-0.0477051106854709,0.231799233564096,0.0780555835084226,0.1692705278914801,0.1329449552841853,0.1297399638862339,0.5388707976472764,2.168589616311238,4.0328880929246935,29.605339587789317,-0.2418481137733852,0.0594209013514983,-0.0477051106854709,0.1484774947639629,0.1297399638862339,1.782907304567135,2.914996333944813,0
ABK,2020,7754223283725,3466075604377,4386145257609,3514864742979,3368078026116,2004553837166,4535227425130,516368311605,1006805519840,361345130333,764886294808,11708707008780,0.9861191988398822,-48789138602,-0.0062919439919148,0.2176147165650891,0.0665918806708575,0.1533124552344369,0.2219966994954261,0.1298396348675102,0.5656459837589264,2.302269491264433,2.7862711721399758,29.679258750703497,-0.3547001829809204,0.0767197630902489,-0.0062919439919148,0.2585112349515741,0.1298396348675102,2.6694754325493357,4.47694302384164,0
ABK,2021,8188964966628,5952671670370,4415179111905,2586537685803,3773785854722,2122042626532,6240682296357,665257445748,1168805442290,337233635105,781460178551,8446544291533,2.301405350883945,3366133984567,0.4110573189999963,0.3021259588987557,0.0812382820611742,0.1762838357443064,0.1872880859473155,0.1427293250188715,0.5391620467174931,2.1699601625199394,3.465862596790158,29.733808628106093,0.3760461629282272,0.0560651488867312,0.4110573189999963,0.2591344126125626,0.1427293250188715,1.9130694536848816,6.509178188252872,0
ABK,2022,8690021288200,3362834028452,5007060525925,2969204368467,3682960762275,1889180068685,8039494458141,645116578843,1197638851229,391243127675,692994139306,9792803135939,1.1325707533524312,393629659985,0.0452967428882483,0.2333938837843596,0.0742364785364784,0.1751624903124152,0.1489694230731436,0.1378177120066724,0.5761850701935545,2.3595204644081225,3.061111535290305,29.793196504938177,0.288239662966669,0.0611867706863962,0.0452967428882483,0.2173964833953029,0.1378177120066724,1.9557988335141776,3.9855829690903217,0
ABK,2023,9197636618895,5213386555523,5183816132782,4836205620858,4013820486113,1160421981823,14319380457550,1390588283929,2030459393582,292224038670,1791737454116,9058702400346,1.0779910872768237,377180934665,0.041008462314128,0.370484134584444,0.1511897394459213,0.3464500439768424,0.1417979918615421,0.2207588185654956,0.5636030588697883,2.291491772169918,6.948296939646837,29.849967677731303,0.7811294643097646,0.0584135888578638,0.041008462314128,0.1261652346037576,0.2207588185654956,1.7474968572013112,3.998685138410438,0
ABK,2024,9251431028642,3493649081601,5463050174150,4045753095391,3788380854492,1733929234968,8024919707656,639138101494,1063273931292,264351304424,516536675676,14226381571391,0.8635349214911391,-552104013790,-0.0596776879253287,0.1276738010197529,0.0690853230722099,0.1687100970157618,0.1324965195947825,0.1149307526587133,0.5905086637123111,2.442054108068964,4.022200433656976,29.85579936128631,-0.4395763328276677,0.0058487209242956,-0.0596776879253287,0.1874228137895462,0.1149307526587133,2.604109630679805,3.726162510244114,0
ABK,2025,9317373179918,6936952665113,4859806974298,3929386456730,4457566205620,1329371105721,10559345701122,964719385490,1447031544227,241132312364,909822882361,8548671923913,1.7654035156638346,3007566208383,0.3227912148957705,0.2315432427886328,0.1035398461413231,0.2164228955867673,0.1370379931848659,0.155304667558645,0.5215855242089563,2.090237755340765,6.00098564162003,29.86290185725125,0.3158194830345886,0.0071277785103565,0.3227912148957705,0.1426765977975671,0.155304667558645,1.7590558573878043,5.473292094787612,0
ABL,2018,11040095244960,7505959243892,5452339980127,3572719883349,5587755264833,3070103910618,9810475443768,835073631108,1265945007602,222102968716,747197665729,17216972863630,2.100908968227326,3933239360543,0.3562686075863878,0.2091397283093437,0.0756400748887765,0.1494470662241786,0.129040128060886,0.1146679425777532,0.4938671142910737,1.9757657094328651,5.699811285371635,30.032554784001157,0.0,0.0,0.3562686075863878,0.2780867232118814,0.1146679425777532,3.1577218086882706,7.329861256682623,0
ABL,2019,12031151375673,8572028729427,5992706681568,3913276993050,6038444694105,2081442719773,11966053032774,714108131708,1298953422604,406318257968,1017763733178,18032087329377,2.190498843974236,4658751736377,0.3872240977531876,0.2600796557426304,0.0593549286689158,0.118260275266766,0.1085532062281754,0.1079658448343094,0.4980991838973332,1.9924255309348693,3.196886669823979,30.11852035003635,0.2197220309414573,0.0897688025984591,0.3872240977531876,0.1730044494313054,0.1079658448343094,3.00900549410152,6.989170832500122,0
ABL,2020,13061741627158,6329326934890,6145209624040,4334860081867,6916532003118,1509268382569,14385531408242,1328341447137,1919573444247,259146635325,1579392087286,21293465096019,1.4600994761897814,1994466853023,0.1526953227183808,0.3643467280276702,0.1016971155190445,0.1920531050153716,0.1334377847972446,0.1469615231291835,0.4704739842091859,1.8884813402540053,7.407286773527396,30.200708586717127,0.202195190748466,0.0856601516600359,0.1526953227183808,0.1155487855793232,0.1469615231291835,3.4650510558206467,6.004255402060965,0
ABL,2021,13139776989579,6306035878998,9334742820803,5532708814164,3805034168775,2113677212499,9677589514669,141678353528,627872083087,450774141177,152891999091,6777316631316,1.139773678826951,773327064834,0.0588538957280109,0.0276342031049219,0.0107824016831003,0.0372344497430918,0.0648789744734771,0.0477840745383241,0.7104186645029267,3.4532612341321616,1.3928751135714794,30.206665156967244,-0.3272692374002706,0.0059743458911136,0.0588538957280109,0.1608609654619962,0.0477840745383241,0.7260314249057155,1.9939302804303995,0
