ticker,year,total_assets,current_assets,total_liabilities,current_liabilities,total_equity,retained_earnings,net_revenue,profit_after_tax,ebit,interest_expense,operating_cash_flow,market_cap,current_ratio,working_capital,working_capital_to_assets,ocf_to_current_liabilities,roa,roe,operating_margin,ebit_to_assets,debt_ratio,equity_multiplier,ebit_to_interest,company_size,revenue_growth,assets_growth,altman_x1,altman_x2,altman_x3,altman_x4,altman_z_score
AAC,2024,9939693356208,7160545745203,3359069566362,1977234359654,6580623789846,2851418818197,5130236003509,431250869279,656839937885,117776351286,486221076637,25227016487875,3.6214957069914755,5183311385549,0.5214759852034748,0.2459096840306198,0.04338673778197143,0.06553343315939539,0.1280330841379874,0.06608251525936258,0.33794498944618223,1.5104485036122401,5.577010416038234,29.92755728664512,-0.2003415423246736,0.030993066258956814,0.5214759852034748,0.2868719100289044,0.06608251525936258,7.510120284646804,12.685785691051084
AAC,2025,10935829479067,7241925224280,3437255015548,2969643425767,7498574463518,3743857333368,9159203591566,677634672765,1002125257653,155081916696,963772898710,22567188251920,2.438651442608654,4272281798513,0.3906682896519975,0.3245416235321507,0.061964634147058134,0.09036846617471392,0.10941183342357183,0.09163687670617347,0.3143113215259509,1.4583877952098634,6.461909157451416,30.02306562260491,0.7853376697097854,0.10021799336866333,0.3906682896519975,0.34234781554836485,0.09163687670617347,6.565468127863689,11.188379204527132
AAE,2018,3252356326230,1854677111540,859764867222,807298612979,2392591459008,1178771049939,3550734915390,672529885782,877343481808,36681124580,882043945461,3722544156421,2.297386718770747,1047378498561,0.32203682299936637,1.0925869700261015,0.20678235049403995,0.28108847553139715,0.24708785722226626,0.2697562609398894,0.26435137512088186,1.359344619402123,23.918118428854342,28.810400873023042,0.0,0.0,0.32203682299936637,0.36243600998829784,0.2697562609398894,4.329723507368906,9.653074707691104
AAE,2019,3467134760189,1556791893262,908236468146,550752030074,2558898292042,1377926472797,2768570562224,520490674695,687400763595,36787420226,489979557870,9099522189105,2.8266657374877524,1006039863188,0.29016462663630616,0.8896554730886157,0.1501212703559948,0.20340420575280022,0.2482872472077465,0.19826191109962177,0.261955917772429,1.3549326172796918,18.68575614631358,28.87434965127004,-0.22028238429623515,0.06603779303848989,0.29016462663630616,0.39742512711616856,0.19826191109962177,10.018891013790741,15.051241472202614
AAE,2020,3816973608931,1483958733623,983382384040,815181151388,2833591224890,1195291822091,5142738982111,970680456135,1299547136308,86196566139,1158377350691,5921908799761,1.8204036380089013,668777582235,0.17521147661859288,1.4210060533399769,0.2543063053576767,0.3425619219909469,0.25269552680555446,0.3404653187193394,0.25763405377995546,1.3470445473585115,15.076553446599707,28.97047897558102,0.8575430412652456,0.10090142810685832,0.17521147661859288,0.3131517124703828,0.3404653187193394,6.021979746507357,10.781267544898103
AAE,2021,4193306535882,1868723217190,1329478461397,1232274060587,2863828074485,727345192587,4975825983170,787188987918,1068273065050,84286830152,1053726001458,8607313494701,1.516483448738525,636449156603,0.1517773983745103,0.8551068590667665,0.18772512364217764,0.27487299078159905,0.2146926095613626,0.2547567309732353,0.3170477641023121,1.464231241128565,12.674258399841502,29.064510688023123,-0.0324560510501517,0.09859458448191827,0.1517773983745103,0.17345385708464875,0.2547567309732353,6.47420303872884,10.070997730238165
AAE,2022,4553322875465,2999367101191,1303183477415,1187606391343,3250139398049,1852305607542,5759852317482,974219750264,1270270740234,52496052404,791859231467,10771309417676,2.525556550600218,1811760709848,0.39789858075087137,0.6667690888489823,0.21395797682467435,0.29974706649468835,0.22053876908936385,0.2789766451833873,0.28620493495794863,1.4009623335535324,24.197452609545365,29.146878384650446,0.15756707267574344,0.08585500165617543,0.39789858075087137,0.4068030443267954,0.2789766451833873,8.265382123353815,14.489766899384938
AAE,2023,5032861377437,2484753689878,1498965580098,1169638387962,3533895797339,1567214415536,7349450872035,1391900208610,1839333910811,99458650048,1712493537409,4470192198739,2.124377684121228,1315115301916,0.2613056874190575,1.4641222065162216,0.27656239745646033,0.3938713217458454,0.2502682095351845,0.36546484650997607,0.29783565802508805,1.4241680191098762,18.493453409264195,29.247009800612886,0.2759790471933341,0.10531616471916183,0.2613056874190575,0.31139630083237235,0.36546484650997607,2.982184686620186,8.316534939680785
AAE,2024,5345354307903,3983816354904,1348443972162,1052193380702,3996910335740,2021029506215,6337617771289,1149034652001,1500635264088,64341949086,1129630254780,8057639274966,3.7862016887485894,2931622974202,0.5484431536872408,1.073595667391802,0.21495949301287195,0.2874807177249985,0.23678222926069392,0.28073635116559825,0.2522646572124045,1.3373715842723164,23.322813271979655,29.30724894593603,-0.13767465329907458,0.0620905101553062,0.5484431536872408,0.37809084109297453,0.28073635116559825,5.975509135946486,12.991196102728027
AAE,2025,5288853236478,3274744155290,3433257406981,2117028241167,1855595829496,870528965177,2753243554635,42756108517,221154941117,167709805470,53910564573,4338040249577,1.5468589845002803,1157715914123,0.21889734170312436,0.025465208032974612,0.00808419266053836,0.023041714061522237,0.0803252370262313,0.04181529175203082,0.6491496839619821,2.8502183247062534,1.3186762723695382,29.296622558804923,-0.5655712202922863,-0.010570126538004043,0.21889734170312436,0.16459692229174247,0.04181529175203082,1.2635348112134743,3.5802628405913715
AAG,2018,3850409230461,2762757887049,3454707840514,2713148624707,395701389947,-72313771868,4597269054410,-261878999872,-184939625887,142409123952,161678919658,160878283182,1.0182847566440845,49609262342,0.012884153182871007,0.05959088204224718,-0.0680132900680393,-0.661809653757031,-0.040228149298678496,-0.048031161057874784,0.8972313418489225,9.7305931398844,-1.2986501198429898,28.979200552205707,0.0,0.0,0.012884153182871007,-0.018780801608285685,-0.048031161057874784,0.04656784035261984,-0.25057853830204524
AAG,2019,3424000192419,1453340207045,3217963608750,2713680258089,206036583669,-92483102910,3816860267521,-151988630797,-81689993099,108295795397,134130917169,71378725736,0.5355605925616514,-1260340051044,-0.3680899474931368,0.049427679170815905,-0.04438920042513857,-0.7376778826869473,-0.021402406002160663,-0.02385805739143004,0.9398257674969818,16.61840888373345,-0.7543228506659361,28.86183063040518,-0.1697548648235806,-0.11074382293410068,-0.3680899474931368,-0.027010250500208707,-0.02385805739143004,0.02218133404054456,-2.639759217113496
AAG,2020,3412419004660,2159400588571,1898840598663,1402652465629,1513578405997,-481383706338,3994969195129,-114504568276,-59967050629,83163659717,150295252840,597205895562,1.539512203832078,756748122942,0.22176295522577522,0.10715074227071791,-0.03355524867246154,-0.07565156044927543,-0.015010641559418489,-0.01757317918670274,0.5564500127533996,2.2545373210529034,-0.7210727718460634,28.85844254125978,0.046663727546850886,-0.0033823560479470105,0.22176295522577522,-0.1410681706087741,-0.01757317918670274,0.31451081042953316,1.2070273369128492
AAG,2021,3062673176777,2107396073805,2680585206390,1742785004424,382087970386,-67633187503,3067853868056,-114606765191,34794287615,178052744104,163932953722,79877081801,1.209211732058428,364611069381,0.11904994373728703,0.09406378486494996,-0.0374205011687229,-0.29994863506228636,0.011341572679616586,0.011360757614893706,0.8752436357610022,8.015623139569062,0.1954156213098113,28.750309237719662,-0.2320707073795253,-0.10249205253088411,0.11904994373728703,-0.022083057381321273,0.011360757614893706,0.02979837447829988,0.8166094482277961
AAG,2022,2607461490007,1693443443314,2373260890787,1309748797659,234200599219,-28343956216,2135246171784,-119290088914,-65588883446,83523727696,160170205852,91262857646,1.2929528519826112,383694645655,0.1471525647168695,0.1222907828877436,-0.04574951130483609,-0.5093500585045572,-0.030717246710340866,-0.02515430570973607,0.9101806104835813,11.133453538130249,-0.7852724639484822,28.589398254779198,-0.3039935200247864,-0.14863214600293773,0.1471525647168695,-0.010870325918379683,-0.02515430570973607,0.03845462502680698,0.801223983957467
AAG,2023,2166598824422,1587512940237,1984700789259,1125463551445,181898035163,-61630084489,1894350774359,-107240732023,4982744191,139033659220,60193400058,106155411656,1.410541405982244,462049388792,0.21326024162099524,0.05348320696900114,-0.04949727232110422,-0.5895650930308339,0.0026303176045555945,0.002299800099046617,0.9160444318936034,11.911062274424772,0.03583840214631445,28.404179691866574,-0.11281855956858211,-0.16907734487147363,0.21326024162099524,-0.028445545060905093,0.002299800099046617,0.053486859193336525,1.3778705669537747
AAG,2024,1809222166456,1304463099745,1582654700343,1274003643672,226567466113,-45698160157,1412663817353,-81565749098,-29856194545,72100991828,30784449132,113783513351,1.0239084528716167,30459456073,0.016835663766305492,0.024163548734657814,-0.04508332398876988,-0.3600064497226591,-0.02113467774728137,-0.01650222681246709,0.8747707880692108,7.985357286706179,-0.41408854147559065,28.223918126551098,-0.25427548241111286,-0.16494823773447775,0.016835663766305492,-0.025258456923792822,-0.01650222681246709,0.07189408613662875,-0.007306789000919217
AAG,2025,1911221906414,768432905242,1104284530112,834132141500,806937376301,-118242141089,2342751188317,97557212257,183229017128,61282501807,-144366725527,390506576107,0.9212364168825162,-65699236258,-0.03437551444838271,-0.17307416696278932,0.0510444192427897,0.12089812062517434,0.07821104436601703,0.09587009049712607,0.5777898036884447,2.368488512919105,2.98990758740647,28.278763895017686,0.65839257687421,0.05637767536189453,-0.03437551444838271,-0.06186730106649737,0.09587009049712607,0.35362858525908497,0.5883662464045544
AAI,2018,8618697841915,3856366740059,5946869984793,4238606290713,2671827857122,1035530292448,7426181220501,188167924029,643412533912,408202628875,223048996301,6828068430763,0.9098195198050109,-382239550654,-0.044350034966427095,0.05262319286169881,0.02183252359931796,0.07042666447519114,0.08664110325449247,0.07465310255836041,0.6899963421239579,3.2257683888357844,1.5762086973453229,29.784955126770218,0.0,0.0,-0.044350034966427095,0.12014927445442433,0.07465310255836041,1.1481785289107296,1.8080067098901096
AAI,2019,9450111226554,4176584189118,4657113054910,4093161345429,4792998171644,1568787983352,5718392609402,714840001092,1193276547536,299726546171,764274126473,6241068935879,1.020381029881014,83422843689,0.008827710244784102,0.18671976547577243,0.07564355423493441,0.14914255659872486,0.2086734208445311,0.12627116432058444,0.4928103959055966,1.9716492450304042,3.9812174222806807,29.877047627370647,-0.22996861514561662,0.09646624117573976,0.008827710244784102,0.16600735650008444,0.12627116432058444,1.3401154024592625,2.854757158212612
AAI,2020,10116624791016,5346992238635,5728501206316,5246973740703,4388123584699,2387954495613,11521243502525,1542055864796,2359966850159,432397019164,2190887686596,9769170718607,1.0190621304536203,100018497932,0.00988654813222101,0.41755263030961165,0.15242789928963385,0.3514157783005503,0.20483612290997832,0.23327610728973092,0.5662462851645103,2.3054557593345315,5.4578703033655955,29.945201205483837,1.014769584652536,0.07052970578686457,0.00988654813222101,0.23604260758327292,0.23327610728973092,1.7053624267087404,4.192600645500009
AAI,2021,11572381367656,5980475850115,6042310659830,3403432281771,5530070707826,1224334861755,16512538513230,2363970753799,3368049921500,413086479251,2431723383881,8093300925446,1.7571896118359132,2577043568344,0.22268913255370734,0.714491484641979,0.20427694859816267,0.42747568316867546,0.20396923942381645,0.291042078073357,0.5221320027283094,2.0926281017128936,8.15337729670281,30.079642458570603,0.43322537273091277,0.1438974565838178,0.22268913255370734,0.10579800499635543,0.291042078073357,1.3394380694874275,5.1679549434551975
AAI,2022,12804749207979,5990466472062,6574885058198,4082053765698,6229864149781,1958343152702,14747056689724,1960426614398,2761351547077,310818279079,1680904939780,8176995872230,1.4675128785418328,1908412706364,0.14903944430046426,0.41177922591437943,0.15310152370468944,0.31468208090330757,0.18724763898148955,0.21565057637804605,0.513472380552444,2.0553817707933693,8.884134984786893,30.180837249912173,-0.10691765061389435,0.10649215586408012,0.14903944430046426,0.15293881363031314,0.21565057637804605,1.243671303733954,4.231306029226988
AAI,2023,13922822912042,7546321917553,7766983344444,4362046347509,6155839567597,2945113655370,7783141498915,967080353673,1439751998304,230901556212,1044968671080,14002418357837,1.7299958130574242,3184275570044,0.2287090477384357,0.2395592774195859,0.06946007715407784,0.15709966821804464,0.18498340271787517,0.10340948867910565,0.5578598100049273,2.2617260828772587,6.235349912419411,30.264550545679928,-0.47222407408670064,0.08731711069876291,0.2287090477384357,0.21153135926355418,0.10340948867910565,1.8028129760125504,4.777788973100092
AAI,2024,15280632989880,10809534074218,8334222684259,6379594872796,6946410305620,2440556103767,16873060316138,2153351691630,3220169807520,528480192982,2234452851539,11323463489010,1.6943919307967719,4429939201422,0.2899054773683684,0.35024996039594924,0.1409203200584762,0.30999488899868594,0.19084681422255773,0.2107353674191797,0.5454108275343409,2.199788425615629,6.093264894848535,30.357607324848153,1.1678984403007666,0.09752405000164255,0.2899054773683684,0.15971564171348937,0.2107353674191797,1.358670618484533,5.265198741988119
AAI,2025,17398425969643,7632999809958,8620606188732,7785175941140,8777819780910,3888359859441,21087067494574,2848263112863,3981663060700,421334169620,3736462595936,34764165258363,0.980453090292046,-152176131182,-0.008746545891422527,0.47994581293802613,0.1637080916303973,0.32448411837497526,0.18882014114691567,0.22885191267573615,0.4954819593320307,1.982089676468534,9.450130912218798,30.487400856542372,0.2497476509584673,0.1385932756297179,-0.008746545891422527,0.22348917460840773,0.22885191267573615,4.032682214831164,6.443398546929346
AAJ,2018,8940504241076,4050981926983,4951276357536,3136707706479,3989227883539,1680641024746,13380772127754,-442236506958,-311521172603,241274461093,-647037106333,15268186241824,1.2914757465655882,914274220504,0.10226204203376855,-0.20627905653960615,-0.04946438087084631,-0.11085766967157432,-0.0232812553437669,-0.034843803459289904,0.5538028084353448,2.241161573638789,-1.2911485583338353,29.821613106328314,0.0,0.0,0.10226204203376855,0.1879805634479217,-0.034843803459289904,3.083686940355356,4.2873765607084415
AAJ,2019,9269183242803,3957659033161,3461384669990,2189781132671,5807798572813,3003267070940,7101317275727,550068611377,810900739629,123314975407,603112848688,17034593795296,1.8073308670504524,1767877900490,0.1907263945680066,0.27542152030159706,0.05934380591775412,0.09471206765880914,0.11419018586885822,0.08748351590293771,0.37342930647935685,1.595989104407504,6.575849664265262,29.85771638405212,-0.4692894245618563,0.03676291547594457,0.1907263945680066,0.3240055776512853,0.08748351590293771,4.92132352205316,8.062702256532873
AAJ,2020,8564835177211,3207401991397,6261173380849,5053787425893,2303661796362,946079676733,10063950584798,-546011079396,-459033262658,223480586586,-480939725987,7026429964473,0.6346531266756347,-1846385434496,-0.21557746253060361,-0.09516421753770507,-0.0637503312204777,-0.23701876736345337,-0.045611637178682905,-0.053595107571874696,0.7310325594482543,3.7179221319452362,-2.054018515301124,29.778686003761266,0.417194894135708,-0.07598814773015594,-0.21557746253060361,0.110460932073777,-0.053595107571874696,1.1222225511219166,-0.23591095984523203
AAJ,2021,8496172990382,3790115001577,3132426640908,2824726871865,5363746349473,2688943209023,5848657889900,340318026693,675363808443,249966275076,302957698067,8015910137095,1.3417633539467166,965388129712,0.113626232752659,0.10725203242994427,0.040055449327391676,0.06344782257021475,0.11547329680699572,0.07949035515255377,0.36868677750017914,1.5839997712078178,2.701819708429314,29.77063694161232,-0.4188506948022348,-0.008016755186567304,0.113626232752659,0.31648875465071025,0.07949035515255377,2.5590096931276958,4.998276791428
AAJ,2022,9196837517601,4770347920490,3037274537533,2249414797048,6159562980068,2444987875806,6236311439851,335701780180,580322227026,160695001801,368015375782,10854690807021,2.1207062062320943,2520933123442,0.27410869427859447,0.163604941278488,0.0365018713810623,0.054500908792768595,0.09305536335431401,0.06310019350840694,0.3302520602022416,1.4930990311100723,3.611327175842433,29.849880792801777,0.066280770263625,0.08246825105988065,0.27410869427859447,0.2658509374691852,0.06310019350840694,3.5738260314912558,6.841377724059436
AAJ,2023,9950364655051,6252478856747,3318722304065,2984492104573,6631642350985,2524894447915,8513672753074,639034858630,970763068021,171969494733,519399321952,19053985058358,2.0949892436192457,3267986752174,0.3284288431092931,0.17403273446632622,0.06422225524223511,0.09636147801835,0.11402400540595012,0.09756055196713033,0.3335277066836291,1.5004374675864522,5.6449724965942805,29.928630315176346,0.36517761102665713,0.08193328804688482,0.3284288431092931,0.25374893639031754,0.09756055196713033,5.741361678565081,9.665751415141848
AAJ,2024,10672658544243,5112038150038,6849063483545,6268674464369,3823595060698,1707401467138,7807365723120,259861642022,722727591491,397900538963,263316147087,9353612396785,0.8154894912943248,-1156636314331,-0.10837377674327525,0.04200507596680652,0.024348351532540453,0.06796264716760098,0.09256996753088975,0.06771767207720242,0.6417392119454147,2.7912627709835722,1.8163523813628335,29.998706310866922,-0.08296149622370397,0.07258969035123242,-0.10837377674327525,0.1599790211651622,0.06771767207720242,1.3656775731831403,1.6996238417636407
AAJ,2025,10003282447791,7048511611228,5251688591069,3623030156111,4751593856722,1352799342294,9308254710384,-240085824695,-2053077307,298054203562,-209038352608,5888360570160,1.9454741770060089,3425481455117,0.34243574276695954,-0.05769710535127978,-0.024000704363597927,-0.05052742972873294,-0.00022056522633718336,-0.00020524036162283672,0.524996531736312,2.105247786201155,-0.006888268249412317,29.933934399841164,0.1922401281676107,-0.06271877748895771,0.34243574276695954,0.13523554386817652,-0.00020524036162283672,1.1212318605817035,3.863160583942194
ABK,2018,6797779620770,2958482237273,4042008923532,2636633276351,2755770697238,1443356830516,9270033603883,806591096123,1183511282110,175272411955,1083995819102,5910441002356,1.1220681555560987,321848960922,0.04734618932608813,0.4111287788198626,0.11865508167674839,0.2926916586098453,0.12767065716075235,0.17410262587711559,0.5946072319234957,2.4667435601892223,6.752410541448237,29.547617148431918,0.0,0.0,0.04734618932608813,0.21232768801535634,0.17410262587711559,1.4622533285234118,3.708114905752999
ABK,2019,7201709813025,3279944786085,3880791111369,3623503149840,3320918701656,1069291831055,7028093462168,562133661714,934349571061,231682493918,839925252950,6919090819959,0.9051861280236033,-343558363755,-0.04770511068547096,0.23179923356409607,0.07805558350842269,0.16927052789148014,0.13294495528418532,0.12973996388623393,0.5388707976472764,2.168589616311238,4.0328880929246935,29.605339587789313,-0.24184811377338522,0.059420901351498356,-0.04770511068547096,0.14847749476396294,0.12973996388623393,1.782907304567135,2.9149963339448135
ABK,2020,7754223283725,3466075604377,4386145257609,3514864742979,3368078026116,2004553837166,4535227425130,516368311605,1006805519840,361345130333,764886294808,11708707008780,0.9861191988398822,-48789138602,-0.006291943991914882,0.21761471656508916,0.0665918806708575,0.15331245523443696,0.22199669949542616,0.1298396348675102,0.5656459837589264,2.3022694912644335,2.7862711721399753,29.679258750703497,-0.35470018298092043,0.07671976309024897,-0.006291943991914882,0.25851123495157413,0.1298396348675102,2.6694754325493353,4.47694302384164
ABK,2021,8188964966628,5952671670370,4415179111905,2586537685803,3773785854722,2122042626532,6240682296357,665257445748,1168805442290,337233635105,781460178551,8446544291533,2.301405350883945,3366133984567,0.4110573189999963,0.30212595889875576,0.08123828206117427,0.1762838357443064,0.1872880859473155,0.1427293250188715,0.5391620467174931,2.1699601625199394,3.465862596790158,29.733808628106093,0.37604616292822723,0.0560651488867312,0.4110573189999963,0.2591344126125626,0.1427293250188715,1.9130694536848818,6.509178188252872
ABK,2022,8690021288200,3362834028452,5007060525925,2969204368467,3682960762275,1889180068685,8039494458141,645116578843,1197638851229,391243127675,692994139306,9792803135939,1.1325707533524312,393629659985,0.04529674288824834,0.23339388378435966,0.07423647853647844,0.1751624903124152,0.1489694230731436,0.13781771200667242,0.5761850701935545,2.3595204644081225,3.061111535290305,29.793196504938177,0.28823966296666903,0.06118677068639622,0.04529674288824834,0.2173964833953029,0.13781771200667242,1.9557988335141776,3.9855829690903217
ABK,2023,9197636618895,5213386555523,5183816132782,4836205620858,4013820486113,1160421981823,14319380457550,1390588283929,2030459393582,292224038670,1791737454116,9058702400346,1.0779910872768235,377180934665,0.04100846231412808,0.370484134584444,0.15118973944592135,0.3464500439768424,0.1417979918615421,0.22075881856549565,0.5636030588697883,2.291491772169918,6.948296939646837,29.849967677731303,0.7811294643097646,0.05841358885786385,0.04100846231412808,0.12616523460375764,0.22075881856549565,1.7474968572013112,3.998685138410438
ABK,2024,9251431028642,3493649081601,5463050174150,4045753095391,3788380854492,1733929234968,8024919707656,639138101494,1063273931292,264351304424,516536675676,14226381571391,0.8635349214911391,-552104013790,-0.0596776879253287,0.12767380101975292,0.06908532307220992,0.1687100970157618,0.13249651959478256,0.11493075265871339,0.5905086637123111,2.4420541080689637,4.022200433656976,29.85579936128631,-0.4395763328276677,0.0058487209242956695,-0.0596776879253287,0.18742281378954626,0.11493075265871339,2.604109630679805,3.726162510244114
ABK,2025,9317373179918,6936952665113,4859806974298,3929386456730,4457566205620,1329371105721,10559345701122,964719385490,1447031544227,241132312364,909822882361,8548671923913,1.7654035156638346,3007566208383,0.32279121489577056,0.2315432427886328,0.1035398461413231,0.21642289558676736,0.13703799318486592,0.155304667558645,0.5215855242089563,2.090237755340765,6.00098564162003,29.862901857251252,0.3158194830345886,0.007127778510356508,0.32279121489577056,0.14267659779756717,0.155304667558645,1.7590558573878043,5.473292094787612
ABL,2018,11040095244960,7505959243892,5452339980127,3572719883349,5587755264833,3070103910618,9810475443768,835073631108,1265945007602,222102968716,747197665729,17216972863630,2.100908968227326,3933239360543,0.3562686075863878,0.20913972830934371,0.07564007488877653,0.1494470662241786,0.129040128060886,0.11466794257775326,0.4938671142910737,1.9757657094328653,5.699811285371635,30.032554784001153,0.0,0.0,0.3562686075863878,0.27808672321188144,0.11466794257775326,3.1577218086882706,7.329861256682623
ABL,2019,12031151375673,8572028729427,5992706681568,3913276993050,6038444694105,2081442719773,11966053032774,714108131708,1298953422604,406318257968,1017763733178,18032087329377,2.190498843974236,4658751736377,0.38722409775318767,0.2600796557426304,0.059354928668915875,0.11826027526676601,0.10855320622817542,0.10796584483430946,0.49809918389733326,1.9924255309348695,3.196886669823979,30.11852035003635,0.21972203094145737,0.0897688025984591,0.38722409775318767,0.1730044494313054,0.10796584483430946,3.00900549410152,6.989170832500122
ABL,2020,13061741627158,6329326934890,6145209624040,4334860081867,6916532003118,1509268382569,14385531408242,1328341447137,1919573444247,259146635325,1579392087286,21293465096019,1.4600994761897814,1994466853023,0.15269532271838088,0.3643467280276702,0.10169711551904455,0.19205310501537165,0.13343778479724466,0.14696152312918356,0.47047398420918596,1.8884813402540053,7.407286773527396,30.200708586717127,0.20219519074846604,0.08566015166003593,0.15269532271838088,0.11554878557932322,0.14696152312918356,3.4650510558206467,6.004255402060965
ABL,2021,13139776989579,6306035878998,9334742820803,5532708814164,3805034168775,2113677212499,9677589514669,141678353528,627872083087,450774141177,152891999091,6777316631316,1.139773678826951,773327064834,0.058853895728010946,0.027634203104921977,0.010782401683100361,0.03723444974309185,0.06487897447347714,0.047784074538324194,0.7104186645029267,3.4532612341321616,1.3928751135714794,30.206665156967244,-0.3272692374002706,0.005974345891113675,0.058853895728010946,0.1608609654619962,0.047784074538324194,0.7260314249057155,1.9939302804303993
